"회계연도","소관명","회계명","계정명","수입관명","수입항명","수입목명","금년도예산(천원)","추경정부안(천원)","추경국회확정(천원)"
"2010","감사원","일반회계",,"경상이전수입","기타경상이전수입","기타경상이전수입","13000","0","0"
"2010","감사원","일반회계",,"수입대체경비수입","잡수입","기타잡수입","283000","0","0"
"2010","감사원","일반회계",,"재산수입","관유물대여료","건물대여료","6897","0","0"
"2010","감사원","일반회계",,"재산수입","관유물대여료","토지대여료","185","0","0"
"2010","감사원","일반회계",,"재화및용역판매수입","잡수입","기타잡수입","110","0","0"
"2010","경찰청","경찰병원","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","9000","0","0"
"2010","경찰청","경찰병원","손익계정","경상이전수입","변상금및위약금","위약금","16000","0","0"
"2010","경찰청","경찰병원","손익계정","관유물매각대","고정자산매각대","기타고정자산매각대","2000","0","0"
"2010","경찰청","경찰병원","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","23578348","0","0"
"2010","경찰청","경찰병원","손익계정","재산수입","관유물대여료","건물대여료","50000","0","0"
"2010","경찰청","경찰병원","손익계정","재산수입","기타이자수입및재산수입","기타재산수입","2000","0","0"
"2010","경찰청","경찰병원","손익계정","재화및용역판매수입","잡수입","기타잡수입","315000","0","0"
"2010","경찰청","경찰병원","손익계정","전년도이월금","전년도이월금","전년도이월금","939000","0","0"
"2010","경찰청","경찰병원","손익계정","정부내부수입및기타","전입금","일반회계전입금","33884864","0","0"
"2010","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","감가상각비전입금","1000","0","0"
"2010","경찰청","경찰병원","자본계정","정부내부수입및기타","기타","당기순이익전입금","1000","0","0"
"2010","경찰청","경찰병원","자본계정","정부내부수입및기타","전입금","일반회계전입금","1307660","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","경상이전수입","기타경상이전수입","기타경상이전수입","20000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","경상이전수입","변상금및위약금","변상금","20000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","관유물매각대","고정자산매각대","기계기구매각대","200000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","관유물매각대","고정자산매각대","기타고정자산매각대","10000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","기업특별회계영업수입","책임운영기관사업수입","책임운영기관사업수입","85291000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","재산수입","관유물대여료","건물대여료","250000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","재산수입","관유물대여료","토지대여료","150000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","재산수입","기타이자수입및재산수입","기타재산수입","10000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","재화및용역판매수입","잡수입","기타잡수입","400000","0","0"
"2010","경찰청","운전면허시험관리단","손익계정","전년도이월금","전년도이월금","전년도이월금","28379480","0","0"
"2010","경찰청","운전면허시험관리단","자본계정","전년도이월금","전년도이월금","전년도이월금","2767869","0","0"
"2010","경찰청","운전면허시험관리단","자본계정","정부내부수입및기타","기타","감가상각비전입금","2335490","0","0"
"2010","경찰청","운전면허시험관리단","자본계정","정부내부수입및기타","기타","당기순이익전입금","1000","0","0"
"2010","경찰청","일반회계",,"경상이전수입","가산금","가산금","17965775","0","0"
"2010","경찰청","일반회계",,"경상이전수입","기타경상이전수입","기타경상이전수입","4246469","0","0"
"2010","경찰청","일반회계",,"경상이전수입","벌금및몰수금","벌금","859722000","0","0"
"2010","경찰청","일반회계",,"경상이전수입","변상금및위약금","변상금","251048","0","0"
"2010","경찰청","일반회계",,"경상이전수입","변상금및위약금","위약금","1137294","0","0"
"2010","경찰청","일반회계",,"관유물매각대","고정자산매각대","건물매각대","768560","0","0"
"2010","경찰청","일반회계",,"관유물매각대","고정자산매각대","기계기구매각대","3669787","0","0"
"2010","경찰청","일반회계",,"관유물매각대","고정자산매각대","기타고정자산매각대","636255","0","0"
"2010","경찰청","일반회계",,"관유물매각대","토지및무형자산매각대","토지매각대","5331477","0","0"
"2010","경찰청","일반회계",,"재산수입","관유물대여료","건물대여료","340092","0","0"
"2010","경찰청","일반회계",,"재산수입","관유물대여료","기타관유물대여료","4933","0","0"
"2010","경찰청","일반회계",,"재산수입","관유물대여료","토지대여료","515702","0","0"
"2010","경찰청","일반회계",,"재산수입","기타이자수입및재산수입","기타재산수입","327524","0","0"
"2010","경찰청","일반회계",,"재화및용역판매수입","면허료및수수료","면허료및수수료","350000","0","0"
"2010","경찰청","일반회계",,"재화및용역판매수입","잡수입","기타잡수입","1506782","0","0"
"2010","경찰청","일반회계",,"정부내부수입및기타","전입금","기타특별회계전입금","39675000","0","0"
"2010","공정거래위원회","일반회계",,"경상이전수입","가산금","가산금","23324","0","0"
"2010","공정거래위원회","일반회계",,"경상이전수입","기타경상이전수입","기타경상이전수입","673802","0","0"
"2010","공정거래위원회","일반회계",,"경상이전수입","벌금및몰수금","과태료","1272000","0","0"
"2010","공정거래위원회","일반회계",,"경상이전수입","벌금및몰수금","벌금","371404000","0","0"
"2010","공정거래위원회","일반회계",,"경상이전수입","변상금및위약금","위약금","7197","0","0"
"2010","공정거래위원회","일반회계",,"재산수입","기타이자수입및재산수입","기타재산수입","474","0","0"
"2010","공정거래위원회","일반회계",,"재화및용역판매수입","잡수입","기타잡수입","59","0","0"
"2010","관세청","일반회계",,"경상이전수입","가산금","가산금","5686000","0","0"
"2010","관세청","일반회계",,"경상이전수입","기타경상이전수입","기타경상이전수입","522000","0","0"
"2010","관세청","일반회계",,"경상이전수입","벌금및몰수금","몰수금","3403000","0","0"
